LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA;Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;10;Acessar modulo de Despesas;Sucesso;;Modulo acessado;Navegador> Eu> Despesas;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;20;Realizar tour do Produto de Despesas;Sucesso;;Video normativo demonstrado;Assistir video> Clicar em Ir para Viagens e Despesas;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;30;Criar Relatorio de Despesa;Sucesso;;Dados obrigatorios informados;Clicar em Criar Relatorio> Preencher Finalidade;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;40;Criar Item de Despesa;Sucesso;;Dados obrigatorios informados;Clicar em Criar Item>  Preencher os campos necessarios para prestacao de contasData Modelo com itens de Despesa Tipo Valor Descrito Anexos Validar informacao Contabi > Salvar e Fechar;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;50;Enviar Relatorio de Despesa;Sucesso;;Relatorio de despesa submetido;Clicar em Li e aceito as politicas de viagem e despesas corporativas> Clicar em Enviar> Selecionar Adiantamento Nao utilizado> Clicar em Aplicar e Enviar;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;60;Aprovar Relatorio de Despesa;Sucesso;;Relatorio de despesa aprovado;Realizar aprovacao do Relatorio de Despesa com usuario aprovador;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;70;Acessar Tela de Auditoria;Sucesso;;Tarefa acessada;Navegador> Auditoria> Em Tarefas clicar em Gerenciar Relatorio de Despesas com usuario Auditor;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;80;Pesquisar relatorios pendentes de Auditoria;Sucesso;;Relatorio de despesa encontrado;Pesquisar relatorios com status Aprovacao de auditoria de despesa pendente e clicar Auditar Relatorio de Despesas;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;90;Auditar Relatorio de Despesa;Sucesso;;Relatorio de despesa auditado;Realizar auditoria do Relatorio de Despesa> Clicar em Recibo Verificado> Clicar em Concluir Auditoria;Financeiro;Fusion: Expenses;Karina Possamai;;
LucasRamos;COM_EDIT_DOWNLOAD;PLUMA_AGRO.FCP.008.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""PLUMA_AGRO.FCP.008.V4"").click()";DES.04 - CRIAR RELATORIO DE REEMBOLSO DE DESPESA PARA DEVOLUCAO DE ADIANTAMENTO NAO UTILIZADO;1;tr_child_9;100;Acessar tela de Processamento Reembolso de Despesa para o Contas a Pagar;Sucesso;;Tarefa acessada;Navegador> Auditoria> Em Tarefas clicar em Processar Reembolsos de Despesas e Adiantamentos em Dinheiro;Financeiro;Fusion: Expenses;Karina Possamai;;
