EXECUCAO_ID;RELATORIO;INDICE_ORIGINAL;LIDER;PRIORIDADE;SAVED_VALUE;INICIO;FIM;TEMPO_TOTAL_SEGUNDOS;TOTAL_PAGINAS;TOTAL_LINHAS;TOTAL_DOWNLOADS;TOTAL_SEM_EDIT;TOTAL_NAO_INICIADO;TOTAL_ERROS;TOTAL_TIMEOUTS;TOTAL_ETAPAS_PLAYWRIGHT;TOTAL_ETAPAS_ERRO;LINHAS_POR_MINUTO;STATUS_FINAL;ERRO_FINAL
20260629_114526;RELATORIO_11_Camila_P3;11;Camila;P3;96449983914285918;2026-06-29 11:45:26;2026-06-29 11:56:14;648,429;1;2;3;5;3;6;24;138;13;0,185;OK;
