LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA;Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;10;Copiar Lancamentos Contabeis;Sucesso;;Lancamento encontrado;Navegador > Contabilidade Geral > Lancamentos > Copiar;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;20;Copiar Lancamentos Contabeis;Sucesso;;Lancamento encontrado;Navegador > Contabilidade Geral > Lancamentos > Consultar;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;30;Copiar Lancamentos Contabeis;Sucesso;;Lancamento encontrado;Navegador > Contabilidade Geral > Lancamentos > Realizar Cópia;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;40;Buscar Lancamento a ser copiado;Sucesso;;Lancamento encontrado;Navegador > Contabilidade Geral > Lancamentos > Tarefas > Gerenciar Lancamentos > Pesquisar Lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;50;Acoes e Copiar Lancamentos;Sucesso;;Lancamento copiado;> Acoes do Lote ou Acoes do Lancamento > Copiar;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;60;Validar Lote Copiado;Sucesso;;Lancamento validado;Validar Lote Copiado;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;COPRIMAR.CTL.041.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""COPRIMAR.CTL.041.V4"").click()";COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;1;tr_child_14;70;Submeter Lancamento para Aprovacao;Sucesso;;Lancamento contabilizado;Submeter Lancamento para Aprovacao;Controladoria;Fusion: GL;Walceir Hernandes;;
