LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA;Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;10;Importar Lancamentos;Sucesso;;Tarefa acessada;Navegador > Contabilidade Geral > Lancamentos > Tarefas > Importar Lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;20;Informar parametros de importacao;Sucesso;;Dados obrigatorios informados;Informar parametros de importacao;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;30;Submeter importacao de lancamentos;Sucesso;;Lancamento importado;Submeter importacao de lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;40;Verificar Relatorio de Importacao;Sucesso;;Lancamento importado;Terramentas > > Processos Programados > Submeter Novo Processo > Relatorio de Importacao de Lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;50;Corrigir importacao de lancamentos;Sucesso;;Lancamento corrigido;Corrigir importacao de lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;60;Submeter importacao de lancamentos;Sucesso;;Lancamento importado;Navegador > Contabilidade Geral > Lancamentos > Tarefas > Importar Lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;70;Validar Lote Importado;Sucesso;;Lancamento validado;Validar Lote Importado;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;ABL.CTL.014.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""ABL.CTL.014.V4"").click()";ABL PARTICIPACOES SOCIAIS LTDA;1;tr_child_84;80;Submeter Lancamento para Aprovacao;Sucesso;;Lancamento contabilizado;Submeter Lancamento para Aprovacao;Controladoria;Fusion: GL;Walceir Hernandes;;
