LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA;Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
Walceir;COM_EDIT_DOWNLOAD;DOURAMIX.CTL.051.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""DOURAMIX.CTL.051.V4"").click()";CON-01 -Gerar Contabilizacao;1;tr_child_83;10;Buscar Lancamento a ser contabilizado;Sucesso;;Lancamento encontrado;Navegador > Contabilidade Geral > Contabilidade Automatica;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;DOURAMIX.CTL.051.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""DOURAMIX.CTL.051.V4"").click()";CON-01 -Gerar Contabilizacao;1;tr_child_83;20;Acoes e Contabilizar Lancamentos;Não Executado;;Lancamento contabilizado;> Informar Dados e Submeter;Controladoria;Fusion: GL;Walceir Hernandes;;
