LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA;Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;10;Baixar Planilha FBDI;Não Executado;;Contabilizacao validada;Configuração e Manutenção>Pesquisa> File Based Data Import - Import Journals;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;20;Inserir Lançamentos contabeis;Não Executado;;Contabilizacao validada;Criar Lançamentos na planilha ( preencher campos);Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;30;Fazer upload da planilha dentro do sistema;Não Executado;;Contabilizacao validada;Ferramentas>Importação e Exportação de Arquivos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;40;Realizar o Importação de Lanaçamentos;Não Executado;;Contabilizacao validada;Submeter importacao de lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;50;Validar Contabilização;Não Executado;;Contabilizacao validada;Validar Lote Importado;Controladoria;Fusion: GL;Walceir Hernandes;;
Walceir;COM_EDIT_DOWNLOAD;CASSILANDIA.CTL.058.V4;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.058.V4"").click()";CON-01 -Criar Lancamento Contabil - FBDI;1;tr_child_22;60;Submeter Lançamento para Aprovação;Não Executado;;Contabilizacao validada;Submeter Lancamento para Aprovacao;Controladoria;Fusion: GL;Walceir Hernandes;;
